template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts
T_0579,E000000587,proto,4,2,0,"[[0,-2],[0,-1],[0,0],[1,-1],[1,0]]",[],"[[1,1],[2,-4]]","[[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-4],[1,-3],[1,-2]],[[1,-3],[1,-2],[1,2]],[[1,-2],[1,2],[1,3]],[[1,2],[1,3],[1,4]]]",5,0,8,12,"(-5, 1)",kink,kink_bridge,three-axis,41e9c0ecb7fccd70c55860db527661e3ba1971f2,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-3.039e-16,-3.039e-16,1.326,1.326,3,3,4.346,4.346","{""rail"":1}"
T_0580,E000000588,exact,3,1,0,"[[0,-2],[0,-1],[0,0],[0,2],[1,-2],[1,-1],[1,0]]",[],"[[1,-4],[1,1]]","[[[1,-3]],[[0,-3],[0,1]],[[0,1],[0,3]],[[1,2],[1,3]]]",7,0,4,6,"(-5, 0)",rail,rail_ladder,three-axis,c5687eeb73fa8abe90bc720f59bfdfda4452d817,1,1,6,4,"{""1"":1,""2"":3}",1,3,3,2,0.16666666666666666,"0,0,3.925e-17,1,2,3","{""rail"":1}"
T_0581,E000000589,proto,4,2,0,"[[0,-2],[0,-1],[0,0],[1,-1],[1,0]]",[],"[[1,-4],[1,1]]","[[[1,-3],[1,-2]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-2],[1,2],[1,3]],[[1,2],[1,3],[1,4]]]",5,0,7,11,"(-5, 0)",rail,rail_ladder,three-axis,baa9d74c6fe7f10a1414d3e07455cf1748b7a063,1,1,11,7,"{""2"":1,""3"":6}",0,1,4,30,0.3333333333333333,"-3.039e-16,-2.367e-16,0.8299,1.326,2.689,3,4.346,4.481","{""rail"":1}"
T_0582,E000000590,exact,3,1,0,"[[0,-2],[0,-1],[0,0],[0,2],[1,-2],[1,-1],[1,0]]",[],"[[-4,2],[1,-3]]","[[[0,-3],[0,1]],[[0,1],[0,3]],[[1,-5],[1,-4]],[[1,-4],[1,1]],[[1,1],[1,2]]]",7,0,5,7,"(-5, 0)",rail,rail_ladder,three-axis,8c34cb21cb6b358cc3c9f67efa38c8e58943ab5a,1,1,7,5,"{""2"":5}",0,5,3,3,0.3,"3.925e-17,5.045e-17,0.5858,1,2,3,3.414","{""rail"":1}"
T_0583,E000000591,proto,4,2,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1]]","[[-1,-1]]","[[-4,2],[1,-3]]","[[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-6],[1,-5],[1,-4]],[[1,-5],[1,-4],[1,0]],[[1,-4],[1,0],[1,1]],[[1,0],[1,1],[1,2]]]",5,1,8,12,"(-5, 0)",rail,rail_ladder,three-axis,6b5901746d424e44db316f49ca70673031c7eba9,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-3.039e-16,-3.039e-16,1.326,1.326,3,3,4.346,4.346","{""rail"":1}"
T_0584,E000000592,exact,3,1,0,"[[0,-2],[0,-1],[0,0],[0,2],[1,-2],[1,-1],[1,0]]",[],"[[-3,3],[1,-3]]","[[[0,-3],[0,1]],[[0,1],[0,3]],[[1,-5],[1,-4]],[[1,-4],[1,1]],[[1,1],[1,2]]]",7,0,5,7,"(-6, 2)",kink,kink_bridge,three-axis,857516e8192e53fcae9285320834c470c120034b,1,1,7,5,"{""2"":5}",0,5,3,3,0.3,"3.925e-17,5.045e-17,0.5858,1,2,3,3.414","{""rail"":1}"
T_0585,E000000593,proto,5,3,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1]]",[],"[[-3,3],[1,-3]]","[[[-4,4],[-2,2],[-1,1]],[[-2,2],[-1,1],[2,-2]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-6],[1,-5],[1,-4]],[[1,-5],[1,-4],[1,0]],[[1,-4],[1,0],[1,1]],[[1,0],[1,1],[1,2]]]",5,0,10,16,"(-6, 2)",kink,kink_bridge,three-axis,6584cfa3202f11caa9bfce8bb3e00d25cde772ee,1,1,16,10,"{""3"":10}",0,0,5,72,0.24444444444444444,"-1.11e-15,-1.877e-16,1.277e-15,1.326,1.326,2,3,3","{""rail"":1}"
T_0586,E000000594,exact,4,2,0,"[[0,-2],[0,-1],[0,0],[0,2],[1,-2],[1,-1],[1,0]]",[],"[[0,-4],[1,1]]","[[[0,-5],[0,-3]],[[0,-3],[0,1]],[[0,1],[0,3]],[[1,-4],[1,-3]],[[1,-3],[1,2]],[[1,2],[1,3]]]",7,0,6,8,"(-6, 1)",kink,kink_bridge,three-axis,d76efe1454cd35ad0af10fa9e5911537597e96ca,1,1,8,6,"{""2"":6}",0,6,4,9,0.26666666666666666,"5.045e-17,5.045e-17,0.5858,0.5858,2,2,3.414,3.414","{""rail"":1}"
T_0587,E000000595,proto,4,2,0,"[[0,-1],[0,0],[0,2],[1,-1],[1,0]]",[],"[[0,-4],[1,1]]","[[[0,-5],[0,-3],[0,-2]],[[0,-3],[0,-2],[0,1]],[[0,-2],[0,1],[0,3]],[[0,1],[0,3],[0,4]],[[1,-4],[1,-3],[1,-2]],[[1,-3],[1,-2],[1,2]],[[1,-2],[1,2],[1,3]],[[1,2],[1,3],[1,4]]]",5,0,8,12,"(-6, 1)",kink,kink_bridge,three-axis,52a106f0c92183c59fceb8a35ef2f9b39cee2594,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-3.039e-16,-3.039e-16,1.326,1.326,3,3,4.346,4.346","{""rail"":1}"
T_0588,E000000596,exact,3,1,0,"[[0,-2],[0,-1],[0,0],[0,2],[1,-2],[1,-1],[1,0]]",[],"[[1,-3],[2,2]]","[[[0,-3],[0,1]],[[0,1],[0,3]],[[1,-5],[1,-4]],[[1,-4],[1,1]],[[1,1],[1,2]]]",7,0,5,7,"(-6, 1)",kink,kink_bridge,three-axis,51d838635c8322531c83caee155be1f71d3d4c6f,1,1,7,5,"{""2"":5}",0,5,3,3,0.3,"3.925e-17,5.045e-17,0.5858,1,2,3,3.414","{""rail"":1}"
T_0589,E000000597,proto,4,2,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1]]",[],"[[1,-3],[2,2]]","[[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-6],[1,-5],[1,-4]],[[1,-5],[1,-4],[1,0]],[[1,-4],[1,0],[1,1]],[[1,0],[1,1],[1,2]]]",5,0,8,12,"(-6, 1)",kink,kink_bridge,three-axis,2da0bef6ea2d2c86b91dedb4cb3a76728ddfe282,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-3.039e-16,-3.039e-16,1.326,1.326,3,3,4.346,4.346","{""rail"":1}"
T_0590,E000000598,exact,3,1,0,"[[0,-2],[0,-1],[0,0],[0,2],[1,-2],[1,-1],[1,0]]",[],"[[1,-3],[1,3]]","[[[0,-3],[0,1]],[[0,1],[0,3]],[[1,-5],[1,-4]],[[1,-4],[1,1]],[[1,1],[1,2]]]",7,0,5,7,"(-6, 0)",rail,rail_ladder,three-axis,729dc406f4ef0fec0f75a472e75305d0e53f2510,1,1,7,5,"{""2"":5}",0,5,3,3,0.3,"3.925e-17,5.045e-17,0.5858,1,2,3,3.414","{""rail"":1}"
T_0591,E000000599,proto,4,2,0,"[[0,-2],[0,-1],[0,0],[1,-1],[1,0]]",[],"[[1,-3],[1,3]]","[[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-2]],[[1,-4],[1,-2],[1,1]],[[1,-2],[1,1],[1,2]],[[1,1],[1,2],[1,4]]]",5,0,8,12,"(-6, 0)",rail,rail_ladder,three-axis,d20b1da46d361b8d1500775a98e6f2a5dc0ae325,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-3.039e-16,-3.039e-16,1.326,1.326,3,3,4.346,4.346","{""rail"":1}"
T_0592,E000000600,exact,3,1,0,"[[0,-2],[0,-1],[0,0],[0,2],[1,-2],[1,-1],[1,0]]",[],"[[-3,4],[1,-3]]","[[[0,-3],[0,1]],[[0,1],[0,3]],[[1,-5],[1,-4]],[[1,-4],[1,1]],[[1,1],[1,2]]]",7,0,5,7,"(-7, 3)",kink,kink_bridge,three-axis,dd08e7fb2b2467273239073ac75b35c8fd518dcd,1,1,7,5,"{""2"":5}",0,5,3,3,0.3,"3.925e-17,5.045e-17,0.5858,1,2,3,3.414","{""rail"":1}"
T_0593,E000000601,proto,4,2,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1]]",[],"[[-3,4],[1,-3]]","[[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-6],[1,-5],[1,-4]],[[1,-5],[1,-4],[1,0]],[[1,-4],[1,0],[1,1]],[[1,0],[1,1],[1,2]]]",5,0,8,12,"(-7, 3)",kink,kink_bridge,three-axis,d9b5e7bc842930509f74cd132d8dd4f1f1ca1832,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-3.039e-16,-3.039e-16,1.326,1.326,3,3,4.346,4.346","{""rail"":1}"
T_0594,E000000602,exact,3,1,0,"[[0,-1],[0,0],[0,2],[1,-2],[1,-1],[1,0]]",[],"[[0,4],[1,-3]]","[[[0,1],[0,3]],[[1,-5],[1,-4]],[[1,-4],[1,1]],[[1,1],[1,2]]]",6,0,4,6,"(-7, 1)",kink,kink_bridge,three-axis,2daba26f4088da5b3f01c5aba44a66b8af5377a2,1,1,6,4,"{""2"":4}",0,4,3,6,0.3333333333333333,"0,5.045e-17,0.5858,2,2,3.414","{""rail"":1}"
T_0595,E000000603,proto,4,2,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1]]",[],"[[0,4],[1,-3]]","[[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-6],[1,-5],[1,-4]],[[1,-5],[1,-4],[1,0]],[[1,-4],[1,0],[1,1]],[[1,0],[1,1],[1,2]]]",5,0,8,12,"(-7, 1)",kink,kink_bridge,three-axis,18234b66312d2861ecdc9d9420e1cc671aab6a1d,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-3.039e-16,-3.039e-16,1.326,1.326,3,3,4.346,4.346","{""rail"":1}"
T_0596,E000000604,proto,8,6,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1],[1,0]]","[[-1,-2]]","[[-2,0],[2,-2]]","[[[-4,0],[-3,0],[-1,0]],[[-3,0],[-1,0],[2,0]],[[-3,3],[-2,2],[-1,1]],[[-2,2],[-1,1],[3,-3]],[[-1,0],[2,0],[3,0]],[[-1,1],[3,-3],[4,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]],[[3,-3],[4,-4],[5,-5]],[[3,-2],[4,-2],[5,-2]]]",6,1,16,26,"(-4, 2)",kink,kink_bridge,three-axis,1b97a3e1c6d754c51588458808a5b29adb274b61,1,1,26,16,"{""3"":16}",0,0,8,-1,0.15,"7.073e-17,8.782e-16,8.966e-16,1.171e-15,1.246e-15,1.326,1.326,1.326","{""rail"":1}"
T_0597,E000000605,proto,7,5,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1],[1,0]]","[[-1,-2]]","[[-2,3],[2,-2]]","[[[-3,3],[-2,2],[-1,1]],[[-2,2],[-1,1],[3,-3]],[[-1,1],[3,-3],[4,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]],[[3,-3],[4,-4],[5,-5]],[[3,-2],[4,-2],[5,-2]]]",6,1,13,21,"(-5, 1)",kink,kink_bridge,three-axis,e71b031453270508c4f9fe9eb6fce965ec6ebe87,1,1,21,13,"{""3"":13}",0,0,7,648,0.19230769230769232,"-8.019e-16,-6.09e-17,1.096e-15,1.142e-15,1.326,1.326,1.326,3","{""rail"":1}"
T_0598,E000000606,proto,4,2,0,"[[0,-1],[0,2],[1,-2],[1,-1],[1,0]]",[],"[[-2,-1],[0,-3]]","[[[-4,-1],[-3,-1],[-1,-1]],[[-3,-1],[-1,-1],[2,-1]],[[-1,-1],[2,-1],[3,-1]],[[0,-2],[0,0],[0,1]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]]]",5,0,8,14,"(-2, 0)",rail,rail_ladder,three-axis,f611e1ba4c908c44ce362a24841cd63721b275a3,1,1,14,8,"{""3"":8}",0,0,4,18,0.2857142857142857,"-2.083e-15,-1.164e-15,1.623e-15,1.326,1.697,3,3,3","{""rail"":1}"
T_0599,E000000607,proto,7,5,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,0]]",[],"[[-1,0],[1,2]]","[[[-4,0],[-3,0],[-2,0]],[[-4,3],[-3,2],[-2,1]],[[-3,0],[-2,0],[2,0]],[[-3,2],[-2,1],[2,-3]],[[-2,0],[2,0],[3,0]],[[-2,1],[2,-3],[3,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-3],[1,-1],[1,1]],[[1,-1],[1,1],[1,3]],[[2,-3],[3,-4],[4,-5]],[[2,0],[3,0],[4,0]]]",5,0,14,22,"(-4, 2)",kink,kink_bridge,three-axis,d2de45babad44657def53210bd840496af41f0e4,1,1,22,14,"{""3"":14}",0,0,7,432,0.17582417582417584,"-1.302e-15,-7.758e-16,-2.206e-16,2.784e-16,1.326,1.326,1.326,2","{""rail"":1}"
T_0600,E000000608,proto,7,5,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1],[1,0]]","[[-1,-2]]","[[-2,2],[2,-2]]","[[[-3,3],[-1,1]],[[-1,1],[3,-3]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]],[[3,-3],[4,-4],[5,-5]],[[3,-2],[4,-2],[5,-2]]]",6,1,12,20,"(-4, 0)",rail,rail_ladder,three-axis,babba51bc7c382b031a18b1a955d09e277ea7b6a,1,1,20,12,"{""2"":2,""3"":10}",0,2,7,432,0.18181818181818182,"-4.653e-16,-1.9e-17,1.477e-16,4.441e-16,0.5188,1.326,1.326,2.311","{""rail"":1}"
T_0601,E000000609,proto,7,5,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1],[1,0]]","[[-1,-2]]","[[-1,-3],[2,-2]]","[[[-3,3],[-2,2],[-1,1]],[[-2,2],[-1,1],[3,-3]],[[-1,1],[3,-3],[4,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]],[[3,-3],[4,-4],[5,-5]],[[3,-2],[4,-2],[5,-2]]]",6,1,13,21,"(-4, 1)",kink,kink_bridge,three-axis,12235d57c3fdbf2b6a4e8f384c3b701aca1fdb6c,1,1,21,13,"{""3"":13}",0,0,7,648,0.19230769230769232,"-8.019e-16,-6.09e-17,1.096e-15,1.142e-15,1.326,1.326,1.326,3","{""rail"":1}"
T_0602,E000000610,proto,7,5,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1],[1,0]]","[[-1,-2]]","[[-3,1],[2,-2]]","[[[-3,3],[-2,2],[-1,1]],[[-2,2],[-1,1],[3,-3]],[[-1,1],[3,-3],[4,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]],[[3,-3],[4,-4],[5,-5]],[[3,-2],[4,-2],[5,-2]]]",6,1,13,21,"(-5, 2)",kink,kink_bridge,three-axis,6afe293490dce2ce960ac67cca0478bf078a7eb1,1,1,21,13,"{""3"":13}",0,0,7,648,0.19230769230769232,"-8.019e-16,-6.09e-17,1.096e-15,1.142e-15,1.326,1.326,1.326,3","{""rail"":1}"
T_0603,E000000611,proto,4,2,0,"[[0,-1],[0,0],[1,-2],[1,-1],[1,0]]",[],"[[0,-3],[0,3]]","[[[0,-5],[0,-4],[0,-2]],[[0,-4],[0,-2],[0,1]],[[0,-2],[0,1],[0,2]],[[0,1],[0,2],[0,4]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]]]",5,0,8,12,"(-6, 0)",rail,rail_ladder,three-axis,c81c04da72f8167618deff243161ba7546ce3905,1,1,12,8,"{""3"":8}",0,0,4,36,0.35714285714285715,"-3.039e-16,-3.039e-16,1.326,1.326,3,3,4.346,4.346","{""rail"":1}"
T_0604,E000000612,proto,7,5,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1],[1,0]]","[[-3,0],[-1,-2]]","[[-4,0],[2,-2]]","[[[-3,3],[-2,2],[-1,1]],[[-2,2],[-1,1],[3,-3]],[[-1,1],[3,-3],[4,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]],[[3,-3],[4,-4],[5,-5]],[[3,-2],[4,-2],[5,-2]]]",6,2,13,21,"(-6, 2)",kink,kink_bridge,three-axis,30713aa92f1a8b93b9ad632702a0c152afb9a7c8,1,1,21,13,"{""3"":13}",0,0,7,648,0.19230769230769232,"-8.019e-16,-6.09e-17,1.096e-15,1.142e-15,1.326,1.326,1.326,3","{""rail"":1}"
T_0605,E000000613,proto,7,5,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1],[1,0]]","[[-1,-2]]","[[-4,1],[2,-2]]","[[[-3,3],[-2,2],[-1,1]],[[-2,2],[-1,1],[3,-3]],[[-1,1],[3,-3],[4,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]],[[3,-3],[4,-4],[5,-5]],[[3,-2],[4,-2],[5,-2]]]",6,1,13,21,"(-6, 3)",kink,kink_bridge,three-axis,d97e779edad43cef5fdf14883e9e8b4be485a55b,1,1,21,13,"{""3"":13}",0,0,7,648,0.19230769230769232,"-8.019e-16,-6.09e-17,1.096e-15,1.142e-15,1.326,1.326,1.326,3","{""rail"":1}"
T_0606,E000000614,proto,7,5,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1],[1,0]]","[[-1,-2]]","[[-1,4],[2,-2]]","[[[-3,3],[-2,2],[-1,1]],[[-2,2],[-1,1],[3,-3]],[[-1,1],[3,-3],[4,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]],[[3,-3],[4,-4],[5,-5]],[[3,-2],[4,-2],[5,-2]]]",6,1,13,21,"(-6, 3)",kink,kink_bridge,three-axis,062e1690ee087ad060e1839a4ae460ac5744588a,1,1,21,13,"{""3"":13}",0,0,7,648,0.19230769230769232,"-8.019e-16,-6.09e-17,1.096e-15,1.142e-15,1.326,1.326,1.326,3","{""rail"":1}"
T_0607,E000000615,proto,7,5,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1],[1,0]]","[[-1,-2]]","[[-2,4],[2,-2]]","[[[-3,3],[-2,2],[-1,1]],[[-2,2],[-1,1],[3,-3]],[[-1,1],[3,-3],[4,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]],[[3,-3],[4,-4],[5,-5]],[[3,-2],[4,-2],[5,-2]]]",6,1,13,21,"(-6, 2)",kink,kink_bridge,three-axis,ef587c5d375a1f06f0d20ed33c1218e1f1dd7c79,1,1,21,13,"{""3"":13}",0,0,7,648,0.19230769230769232,"-8.019e-16,-6.09e-17,1.096e-15,1.142e-15,1.326,1.326,1.326,3","{""rail"":1}"
T_0608,E000000616,proto,7,5,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1],[1,0]]","[[-1,-2]]","[[2,-2],[3,-2]]","[[[4,-2],[5,-2]],[[-3,3],[-2,2],[-1,1]],[[-2,2],[-1,1],[3,-3]],[[-1,1],[3,-3],[4,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]],[[3,-3],[4,-4],[5,-5]]]",6,1,13,20,"(-1, 0)",adjacent,adjacent,three-axis,9eb0b2a65e53fbce35c8766e1f2637fdc35e4462,1,1,20,13,"{""2"":1,""3"":12}",0,1,7,432,0.19230769230769232,"-2.281e-15,-4.441e-16,1.316e-15,1.504e-15,1.326,1.326,1.326,2","{""rail"":1}"
T_0609,E000000617,exact,3,1,0,"[[0,-2],[0,-1],[0,0],[0,2],[1,-1]]",[],"[[2,-2],[3,-3]]","[[[-2,2],[-1,1]],[[-1,1],[4,-4]],[[0,-3],[0,1]],[[0,1],[0,3]],[[4,-4],[5,-5]]]",5,0,5,7,"(-1, 0)",adjacent,adjacent,three-axis,ca5efda8da29e5f8a29bc340ac15bea0f909d4fc,1,1,7,5,"{""2"":5}",0,5,3,3,0.3,"3.925e-17,5.045e-17,0.5858,1,2,3,3.414","{""rail"":1}"
T_0610,E000000618,proto,7,5,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1],[1,0]]","[[-1,-2]]","[[2,-2],[3,-3]]","[[[-2,2],[-1,1]],[[-1,1],[4,-4]],[[4,-4],[5,-5]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]],[[3,-2],[4,-2],[5,-2]]]",6,1,12,19,"(-1, 0)",adjacent,adjacent,three-axis,3ec3f34fda0f957a2f2720d8058a74ab9c6dfde3,1,1,19,12,"{""2"":3,""3"":9}",0,3,7,324,0.18181818181818182,"5.045e-17,4.151e-16,6.501e-16,8.101e-16,0.5858,1.326,1.326,2","{""rail"":1}"
T_0611,E000000619,proto,4,2,0,"[[0,-1],[0,0],[0,2],[1,-2],[1,-1],[1,0]]",[],"[[-2,-2],[0,-3]]","[[[0,-2],[0,1]],[[0,-5],[0,-4],[0,-2]],[[0,1],[0,3],[0,4]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]]]",6,0,7,12,"(-2, 1)",bridge,bridge_fork,three-axis,9997c3784a5cebe90a84cc391c002790c597d994,1,1,12,7,"{""2"":1,""3"":6}",0,1,4,30,0.3333333333333333,"-3.039e-16,1.367e-15,0.4384,1.326,3,3,3,3","{""rail"":1}"
T_0612,E000000620,proto,8,6,0,"[[0,-2],[0,-1],[0,0],[1,-2],[1,-1],[1,0]]","[[-1,-2]]","[[2,-2],[3,-1]]","[[[-3,3],[-2,2],[-1,1]],[[-2,-1],[-1,-1],[2,-1]],[[-2,2],[-1,1],[3,-3]],[[-1,-1],[2,-1],[4,-1]],[[-1,1],[3,-3],[4,-4]],[[0,-5],[0,-4],[0,-3]],[[0,-4],[0,-3],[0,1]],[[0,-3],[0,1],[0,2]],[[0,1],[0,2],[0,3]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]],[[2,-1],[4,-1],[5,-1]],[[3,-3],[4,-4],[5,-5]],[[3,-2],[4,-2],[5,-2]]]",6,1,16,26,"(-2, 1)",bridge,bridge_fork,three-axis,18252666777ecb9c94ef920a26faf0028af5c78d,1,1,26,16,"{""3"":16}",0,0,8,-1,0.15,"-1.519e-15,-1.644e-16,4.349e-16,9.794e-16,1.595e-15,1.326,1.326,1.326","{""rail"":1}"
T_0613,E000000621,proto,4,2,0,"[[0,-1],[0,2],[1,-2],[1,-1],[1,0]]",[],"[[-3,-1],[0,-3]]","[[[-4,-1],[-2,-1],[-1,-1]],[[-2,-1],[-1,-1],[2,-1]],[[0,-2],[0,0],[0,1]],[[1,-5],[1,-4],[1,-3]],[[1,-4],[1,-3],[1,1]],[[1,-3],[1,1],[1,2]],[[1,1],[1,2],[1,3]]]",5,0,7,13,"(-3, 1)",kink,kink_bridge,three-axis,0bb980f1fdd1494c7e7af331c8015ea0a0345b51,1,1,13,7,"{""3"":7}",0,0,4,36,0.2857142857142857,"-1.877e-16,-1.11e-16,1.622e-15,1.326,2,3,3,3","{""rail"":1}"
