template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts,source_span,source_entropy,generality_index,channel_label,integer_fingerprint,abstract_incidence_signature,abstract_signature_exact,incidence_cell_count,incidence_edge_count,cell_color_histogram,d6_stabilizer_order,d6_orbit_size,burnside_fixed_fraction,embedding_cell_count,a2_dimension,a2_convex_area,a2_convex_deficit,a2_support_signature,a2_coxeter_diameter,axis_line_arrangement,boundary_slope_partition,hex_components,hex_holes,hex_euler_characteristic,boundary_edge_count,manifold_label,conway_embedding_signature
T_0202,E000000203,proto,3,1,0,"[[-2,0],[-1,0],[0,2]]",[],"[[0,-3],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,-2],[0,-1],[0,1]],[[1,0],[2,0],[3,0]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,7f0b578f1a2f639c27a033612583ff5f0ed62736,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",078b0651af8b3bfa10be72bf5c01ee8d508b2f45,1,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,14,2,45,31,"(8, 8, 5)",8,"((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1))","(12, 12, 9, 9, 6, 6)",1,0,1,54,disk,"(2, 1, 0, 31, '(8, 8, 5)', (12, 12, 9, 9, 6, 6), ((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1)))"
T_0203,E000000204,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[3,-3]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,ac57b65d663661e89437f0d5f6cc12f6f8a80c36,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d5bed3f05f98aad2285d75db11a321bf38496518,1,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,69,54,"(10, 8, 8)",10,"((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1))","(14, 14, 10, 10, 7, 7)",2,0,2,62,disconnected,"(2, 2, 0, 54, '(10, 8, 8)', (14, 14, 10, 10, 7, 7), ((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)))"
T_0204,E000000205,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[2,1]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,a3c4a6276ce925501778b4b8ff994c01f851342f,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d5bed3f05f98aad2285d75db11a321bf38496518,1,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,48,33,"(10, 8, 5)",10,"((9, 2, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1))","(13, 13, 9, 9, 7, 7)",1,0,1,58,disk,"(2, 1, 0, 33, '(10, 8, 5)', (13, 13, 9, 9, 7, 7), ((9, 2, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)))"
T_0205,E000000206,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-1,-2],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,813a07eccebe0e629d1021850818ddf905259eea,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d5bed3f05f98aad2285d75db11a321bf38496518,1,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,63,48,"(10, 8, 7)",10,"((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1))","(14, 14, 10, 10, 7, 7)",2,0,2,62,disconnected,"(2, 2, 0, 48, '(10, 8, 7)', (14, 14, 10, 10, 7, 7), ((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)))"
T_0206,E000000207,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[1,-4]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,88b967d01e1f87cbc22d3e590b8a8982d49a3a0c,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d5bed3f05f98aad2285d75db11a321bf38496518,1,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,74,59,"(10, 9, 8)",10,"((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1))","(14, 14, 10, 10, 7, 7)",2,0,2,62,disconnected,"(2, 2, 0, 59, '(10, 9, 8)', (14, 14, 10, 10, 7, 7), ((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)))"
T_0207,E000000208,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-2,4],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 2)",kink,kink_bridge,three-axis,d87db81a26f79a6c5ef3bfe4dad3dcf2eecc4d3c,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d5bed3f05f98aad2285d75db11a321bf38496518,1,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,48,33,"(10, 8, 5)",10,"((9, 2, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1))","(14, 14, 10, 10, 7, 7)",2,0,2,62,disconnected,"(2, 2, 0, 33, '(10, 8, 5)', (14, 14, 10, 10, 7, 7), ((9, 2, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)))"
T_0208,E000000209,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[3,-4]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,a2b94cc9ddc6c2f2ecf551eb07a870311d3016b9,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d5bed3f05f98aad2285d75db11a321bf38496518,1,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,74,59,"(10, 9, 8)",10,"((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1))","(14, 14, 10, 10, 7, 7)",2,0,2,62,disconnected,"(2, 2, 0, 59, '(10, 9, 8)', (14, 14, 10, 10, 7, 7), ((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)))"
T_0209,E000000210,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-4,0],[0,0]]","[[[-5,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,8,"(-4, 0)",rail,rail_ladder,three-axis,9a9e89901abed4062d70534264efb05129b84d34,1,1,8,3,"{""2"":1,""3"":2}",0,1,3,18,0.0,"-1.11e-16,-1.11e-16,0,2,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 8, 0, 1, 2, 1)",056bb6df86c63e4c26f0a0a6ca91087fd5f37e48,1,14,3,"{""A"":4,""M"":2,""O"":8}",1,12,0.08333333333333333,14,2,48,34,"(10, 8, 5)",10,"((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1))","(13, 13, 9, 9, 6, 6)",1,0,1,56,disk,"(2, 1, 0, 34, '(10, 8, 5)', (13, 13, 9, 9, 6, 6), ((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)))"
T_0210,E000000211,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-1,-3],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,b8931422f7c84c8e3261f2b0bd85880429ea19fb,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d5bed3f05f98aad2285d75db11a321bf38496518,1,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,69,54,"(10, 8, 8)",10,"((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1))","(14, 14, 10, 10, 7, 7)",2,0,2,62,disconnected,"(2, 2, 0, 54, '(10, 8, 8)', (14, 14, 10, 10, 7, 7), ((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)))"
T_0211,E000000212,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[2,-4]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 2)",kink,kink_bridge,three-axis,3f9304eb0680b88809f3812106bc990a7c52e2a1,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d5bed3f05f98aad2285d75db11a321bf38496518,1,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,74,59,"(10, 9, 8)",10,"((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1))","(14, 14, 10, 10, 7, 7)",2,0,2,62,disconnected,"(2, 2, 0, 59, '(10, 9, 8)', (14, 14, 10, 10, 7, 7), ((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)))"
T_0212,E000000213,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-4,1],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,ff5c71034821c8ea97b0255188a51908667c71a4,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d5bed3f05f98aad2285d75db11a321bf38496518,1,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,48,33,"(10, 8, 5)",10,"((9, 2, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1))","(13, 13, 9, 9, 7, 7)",1,0,1,58,disk,"(2, 1, 0, 33, '(10, 8, 5)', (13, 13, 9, 9, 7, 7), ((9, 2, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)))"
T_0213,E000000214,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-1,4],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 1)",kink,kink_bridge,three-axis,08de99b709d5cd0dc4fc6bc60f637f4ecdfcccc1,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",d5bed3f05f98aad2285d75db11a321bf38496518,1,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,48,33,"(10, 8, 5)",10,"((9, 2, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1))","(13, 13, 10, 10, 6, 6)",1,0,1,58,disk,"(2, 1, 0, 33, '(10, 8, 5)', (13, 13, 10, 10, 6, 6), ((9, 2, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)))"
T_0216,E000000217,proto,3,1,0,"[[0,-1],[1,-1],[1,0]]",[],"[[-1,2],[2,-1]]","[[[-3,-1],[-2,-1],[-1,-1]],[[0,1],[3,-2],[4,-3]],[[3,-1],[4,-1],[5,-1]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,b0076a4628cf55caea53b5723ff22db78fd947bd,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",078b0651af8b3bfa10be72bf5c01ee8d508b2f45,1,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,14,2,45,31,"(8, 8, 5)",8,"((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1))","(12, 12, 9, 9, 6, 6)",1,0,1,54,disk,"(2, 1, 0, 31, '(8, 8, 5)', (12, 12, 9, 9, 6, 6), ((9, 1, 1, 1, 1, 1), (6, 1, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 1, 1, 1, 1)))"
T_0217,E000000218,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[2,-2],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-1, 0)",adjacent,adjacent,three-axis,61ceb81a70e1c28c0904ff32c08cfb756540243b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",9fa36e083b283e33cb06a70718ca85e63a1203bf,1,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,16,2,51,35,"(8, 8, 6)",8,"((9, 2, 1, 1, 1, 1, 1), (7, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1, 1))","(13, 13, 9, 9, 7, 7)",1,0,1,58,disk,"(2, 1, 0, 35, '(8, 8, 6)', (13, 13, 9, 9, 7, 7), ((9, 2, 1, 1, 1, 1, 1), (7, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1, 1)))"
T_0218,E000000219,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[2,-1],[2,0]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-1, 0)",adjacent,adjacent,three-axis,e55c212633307e3272162efa9aee3fc3027f605b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",9fa36e083b283e33cb06a70718ca85e63a1203bf,1,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,16,2,51,35,"(8, 8, 6)",8,"((9, 2, 1, 1, 1, 1, 1), (7, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1, 1))","(13, 13, 9, 9, 7, 7)",1,0,1,58,disk,"(2, 1, 0, 35, '(8, 8, 6)', (13, 13, 9, 9, 7, 7), ((9, 2, 1, 1, 1, 1, 1), (7, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1, 1)))"
T_0219,E000000220,proto,3,1,0,"[[0,-1],[0,1],[1,0]]","[[-1,-1]]","[[0,2],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[0,0],[0,3],[0,4]],[[3,-2],[4,-3],[5,-4]]]",3,1,3,9,"(-3, 1)",kink,kink_bridge,three-axis,50d6366470ac12a46255a9efc65eb6e23f1da8f3,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",c19c00494fc654aa0cdf7413a00232f1f292a687,1,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,51,36,"(8, 8, 6)",8,"((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 2, 2, 1, 1, 1, 1))","(12, 12, 10, 10, 7, 7)",1,0,1,58,disk,"(2, 1, 0, 36, '(8, 8, 6)', (12, 12, 10, 10, 7, 7), ((9, 1, 1, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 2, 2, 1, 1, 1, 1)))"
T_0221,E000000222,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-2,0],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-4, 1)",kink,kink_bridge,three-axis,562f29e8393b9a3644f810a94403824013f9c5b9,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",9fa36e083b283e33cb06a70718ca85e63a1203bf,1,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,16,2,51,35,"(8, 8, 6)",8,"((9, 2, 1, 1, 1, 1, 1), (7, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1, 1))","(14, 14, 10, 10, 7, 7)",1,0,1,62,disk,"(2, 1, 0, 35, '(8, 8, 6)', (14, 14, 10, 10, 7, 7), ((9, 2, 1, 1, 1, 1, 1), (7, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1, 1)))"
T_0222,E000000223,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-2,1],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-4, 2)",kink,kink_bridge,three-axis,72a797da8b3539fcb59d9bc7e76ef93c37089a4c,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",9fa36e083b283e33cb06a70718ca85e63a1203bf,1,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,16,2,51,35,"(8, 8, 6)",8,"((9, 2, 1, 1, 1, 1, 1), (7, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1, 1))","(14, 14, 10, 10, 8, 8)",2,0,2,64,disconnected,"(2, 2, 0, 35, '(8, 8, 6)', (14, 14, 10, 10, 8, 8), ((9, 2, 1, 1, 1, 1, 1), (7, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1, 1)))"
T_0223,E000000224,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-1,-2],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-4, 1)",kink,kink_bridge,three-axis,bc5537b3f67f592d038c6a5257d905db09cfd08e,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",9fa36e083b283e33cb06a70718ca85e63a1203bf,1,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,16,2,56,40,"(8, 8, 7)",8,"((9, 1, 1, 1, 1, 1, 1, 1), (7, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 2, 2, 2, 1, 1, 1))","(13, 13, 10, 10, 8, 8)",1,0,1,62,disk,"(2, 1, 0, 40, '(8, 8, 7)', (13, 13, 10, 10, 8, 8), ((9, 1, 1, 1, 1, 1, 1, 1), (7, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 2, 2, 2, 1, 1, 1)))"
T_0226,E000000227,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-2,2],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-4, 1)",kink,kink_bridge,three-axis,d9db7b532ef9839803279de728e9f93a0017836b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",9fa36e083b283e33cb06a70718ca85e63a1203bf,1,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,16,2,51,35,"(8, 8, 6)",8,"((9, 2, 1, 1, 1, 1, 1), (7, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1, 1))","(13, 13, 9, 9, 8, 8)",1,0,1,60,disk,"(2, 1, 0, 35, '(8, 8, 6)', (13, 13, 9, 9, 8, 8), ((9, 2, 1, 1, 1, 1, 1), (7, 2, 1, 1, 1, 1, 1, 1, 1), (2, 2, 2, 2, 2, 2, 2, 1, 1)))"
T_0227,E000000228,proto,3,1,0,"[[0,-1],[0,1],[1,0]]","[[-1,-1]]","[[0,-3],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[0,-2],[0,0],[0,2]],[[3,-2],[4,-3],[5,-4]]]",3,1,3,9,"(-4, 2)",kink,kink_bridge,three-axis,c1d225511647c2c5383068881c4178272037fc48,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",c19c00494fc654aa0cdf7413a00232f1f292a687,1,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,15,2,43,28,"(8, 8, 5)",8,"((9, 2, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 2, 2, 1, 1, 1, 1))","(12, 12, 10, 10, 6, 6)",1,0,1,56,disk,"(2, 1, 0, 28, '(8, 8, 5)', (12, 12, 10, 10, 6, 6), ((9, 2, 1, 1, 1, 1), (6, 2, 1, 1, 1, 1, 1, 1, 1), (3, 2, 2, 2, 2, 1, 1, 1, 1)))"
